	module id
PA0001	0.0
PA0002	8.0
PA0003	0.0
PA0004	8.0
PA0005	6.0
PA0006	4.0
PA0007	15.0
PA0008	6.0
PA0009	13.0
PA0010	2.0
PA0011	5.0
PA0012	12.0
PA0013	5.0
PA0014	5.0
PA0015	1.0
PA0016	22.0
PA0017	1.0
PA0018	1.0
PA0019	0.0
PA0020	0.0
PA0021	1.0
PA0022	9.0
PA0023	0.0
PA0024	0.0
PA0025	0.0
PA0026	1.0
PA0027	1.0
PA0028	1.0
PA0029	1.0
PA0030	1.0
PA0031	1.0
PA0032	10.0
PA0033	1.0
PA0034	5.0
PA0035	0.0
PA0036	0.0
PA0037	1.0
PA0038	3.0
PA0039	0.0
PA0040	1.0
PA0041	1.0
PA0042	5.0
PA0043	1.0
PA0044	11.0
PA0045	23.0
PA0046	23.0
PA0047	23.0
PA0048	0.0
PA0049	0.0
PA0050	0.0
PA0051	2.0
PA0052	3.0
PA0053	0.0
PA0054	1.0
PA0055	5.0
PA0056	1.0
PA0057	1.0
PA0058	1.0
PA0059	0.0
PA0060	0.0
PA0061	0.0
PA0062	1.0
PA0063	1.0
PA0064	10.0
PA0065	1.0
PA0066	1.0
PA0067	0.0
PA0068	0.0
PA0069	0.0
PA0070	0.0
PA0071	0.0
PA0072	1.0
PA0073	10.0
PA0074	23.0
PA0075	23.0
PA0076	10.0
PA0077	23.0
PA0078	23.0
PA0079	23.0
PA0080	23.0
PA0081	10.0
PA0082	0.0
PA0083	0.0
PA0084	0.0
PA0085	0.0
PA0086	23.0
PA0087	23.0
PA0088	23.0
PA0089	23.0
PA0090	23.0
PA0091	23.0
PA0092	0.0
PA0093	23.0
PA0094	0.0
PA0095	0.0
PA0096	1.0
PA0097	1.0
PA0098	18.0
PA0099	4.0
PA0100	0.0
PA0101	1.0
PA0102	0.0
PA0103	0.0
PA0104	2.0
PA0105	3.0
PA0106	3.0
PA0107	3.0
PA0108	3.0
PA0109	3.0
PA0110	3.0
PA0111	3.0
PA0112	3.0
PA0113	3.0
PA0114	0.0
PA0115	9.0
PA0116	0.0
PA0117	5.0
PA0118	2.0
PA0119	1.0
PA0120	1.0
PA0121	1.0
PA0122	0.0
PA0123	0.0
PA0124	5.0
PA0125	0.0
PA0126	23.0
PA0127	1.0
PA0128	0.0
PA0129	1.0
PA0130	0.0
PA0131	0.0
PA0132	0.0
PA0133	1.0
PA0134	1.0
PA0135	2.0
PA0136	1.0
PA0137	1.0
PA0138	1.0
PA0139	0.0
PA0140	0.0
PA0141	0.0
PA0142	1.0
PA0143	0.0
PA0144	1.0
PA0145	1.0
PA0146	1.0
PA0147	1.0
PA0148	2.0
PA0149	7.0
PA0150	1.0
PA0151	1.0
PA0152	1.0
PA0153	2.0
PA0154	1.0
PA0155	2.0
PA0156	1.0
PA0157	1.0
PA0158	1.0
PA0159	1.0
PA0160	4.0
PA0161	0.0
PA0162	2.0
PA0163	1.0
PA0164	1.0
PA0165	5.0
PA0166	1.0
PA0167	9.0
PA0168	1.0
PA0169	1.0
PA0170	0.0
PA0171	0.0
PA0172	1.0
PA0173	1.0
PA0174	1.0
PA0175	15.0
PA0176	15.0
PA0177	15.0
PA0178	15.0
PA0179	0.0
PA0180	1.0
PA0181	1.0
PA0182	1.0
PA0183	1.0
PA0184	1.0
PA0185	1.0
PA0186	1.0
PA0187	0.0
PA0188	0.0
PA0189	1.0
PA0190	1.0
PA0191	1.0
PA0192	1.0
PA0193	1.0
PA0194	1.0
PA0196	0.0
PA0197	1.0
PA0198	1.0
PA0199	0.0
PA0200	0.0
PA0201	1.0
PA0202	1.0
PA0203	2.0
PA0204	2.0
PA0205	1.0
PA0206	1.0
PA0207	1.0
PA0208	0.0
PA0209	0.0
PA0210	0.0
PA0211	0.0
PA0212	0.0
PA0213	0.0
PA0214	0.0
PA0215	0.0
PA0216	0.0
PA0217	2.0
PA0218	2.0
PA0219	1.0
PA0220	1.0
PA0221	1.0
PA0222	2.0
PA0223	0.0
PA0224	0.0
PA0225	2.0
PA0226	26.0
PA0227	26.0
PA0228	26.0
PA0229	2.0
PA0230	10.0
PA0231	1.0
PA0232	26.0
PA0233	1.0
PA0234	5.0
PA0235	1.0
PA0236	1.0
PA0237	1.0
PA0238	1.0
PA0239	1.0
PA0240	1.0
PA0241	2.0
PA0242	1.0
PA0243	2.0
PA0244	1.0
PA0245	1.0
PA0246	1.0
PA0247	1.0
PA0248	1.0
PA0249	0.0
PA0250	0.0
PA0251	18.0
PA0252	5.0
PA0253	1.0
PA0254	1.0
PA0255	10.0
PA0256	15.0
PA0257	4.0
PA0258	4.0
PA0259	0.0
PA0260	4.0
PA0261	1.0
PA0262	1.0
PA0263	0.0
PA0264	0.0
PA0265	0.0
PA0266	0.0
PA0267	1.0
PA0268	1.0
PA0269	1.0
PA0270	1.0
PA0271	1.0
PA0272	1.0
PA0273	1.0
PA0274	1.0
PA0275	1.0
PA0276	0.0
PA0277	23.0
PA0278	1.0
PA0279	1.0
PA0280	0.0
PA0281	0.0
PA0282	0.0
PA0283	0.0
PA0284	0.0
PA0285	1.0
PA0286	0.0
PA0287	1.0
PA0288	1.0
PA0289	1.0
PA0290	24.0
PA0291	0.0
PA0292	2.0
PA0293	1.0
PA0294	1.0
PA0295	2.0
PA0296	0.0
PA0297	0.0
PA0298	0.0
PA0299	0.0
PA0300	0.0
PA0301	0.0
PA0302	0.0
PA0303	0.0
PA0304	0.0
PA0305	1.0
PA0306	1.0
PA0307	1.0
PA0308	1.0
PA0309	1.0
PA0310	0.0
PA0311	1.0
PA0312	0.0
PA0313	2.0
PA0314	0.0
PA0315	0.0
PA0316	0.0
PA0317	13.0
PA0318	0.0
PA0319	6.0
PA0320	0.0
PA0321	1.0
PA0322	1.0
PA0323	5.0
PA0324	5.0
PA0325	2.0
PA0326	2.0
PA0327	0.0
PA0328	1.0
PA0329	0.0
PA0330	6.0
PA0331	6.0
PA0332	0.0
PA0333	1.0
PA0334	1.0
PA0335	1.0
PA0336	0.0
PA0337	0.0
PA0338	1.0
PA0339	1.0
PA0340	22.0
PA0341	14.0
PA0342	6.0
PA0343	2.0
PA0344	1.0
PA0345	1.0
PA0346	1.0
PA0347	24.0
PA0348	1.0
PA0349	1.0
PA0350	9.0
PA0351	1.0
PA0352	22.0
PA0353	0.0
PA0354	1.0
PA0355	0.0
PA0356	22.0
PA0357	9.0
PA0358	5.0
PA0359	0.0
PA0360	2.0
PA0361	1.0
PA0362	0.0
PA0363	0.0
PA0364	1.0
PA0365	1.0
PA0366	1.0
PA0367	2.0
PA0368	1.0
PA0369	1.0
PA0370	1.0
PA0371	12.0
PA0372	12.0
PA0373	10.0
PA0374	0.0
PA0375	10.0
PA0376	0.0
PA0377	1.0
PA0378	9.0
PA0379	1.0
PA0380	14.0
PA0381	14.0
PA0382	6.0
PA0383	1.0
PA0384	1.0
PA0385	12.0
PA0386	1.0
PA0387	3.0
PA0388	3.0
PA0389	1.0
PA0390	14.0
PA0391	0.0
PA0392	0.0
PA0393	1.0
PA0394	0.0
PA0395	0.0
PA0396	0.0
PA0397	16.0
PA0398	0.0
PA0399	7.0
PA0400	7.0
PA0401	10.0
PA0402	0.0
PA0403	0.0
PA0404	10.0
PA0405	0.0
PA0406	2.0
PA0407	0.0
PA0408	0.0
PA0409	0.0
PA0410	0.0
PA0411	0.0
PA0412	0.0
PA0413	1.0
PA0414	1.0
PA0415	1.0
PA0416	1.0
PA0417	1.0
PA0418	1.0
PA0419	9.0
PA0420	2.0
PA0421	9.0
PA0422	0.0
PA0423	0.0
PA0424	0.0
PA0425	0.0
PA0426	0.0
PA0427	0.0
PA0428	0.0
PA0429	0.0
PA0430	0.0
PA0431	0.0
PA0432	0.0
PA0433	0.0
PA0434	1.0
PA0435	1.0
PA0436	19.0
PA0437	1.0
PA0438	1.0
PA0439	2.0
PA0440	1.0
PA0441	1.0
PA0442	5.0
PA0443	5.0
PA0444	1.0
PA0445	0.0
PA0446	0.0
PA0447	0.0
PA0448	0.0
PA0449	0.0
PA0450	1.0
PA0451	3.0
PA0452	3.0
PA0453	16.0
PA0454	1.0
PA0455	1.0
PA0456	0.0
PA0457	1.0
PA0458	1.0
PA0459	0.0
PA0460	0.0
PA0461	0.0
PA0462	0.0
PA0463	1.0
PA0464	1.0
PA0465	1.0
PA0466	5.0
PA0467	1.0
PA0468	10.0
PA0469	1.0
PA0470	5.0
PA0471	7.0
PA0472	7.0
PA0473	0.0
PA0474	1.0
PA0475	1.0
PA0476	1.0
PA0477	1.0
PA0478	1.0
PA0479	1.0
PA0480	1.0
PA0481	2.0
PA0482	0.0
PA0483	0.0
PA0484	15.0
PA0485	1.0
PA0486	1.0
PA0487	1.0
PA0488	1.0
PA0489	1.0
PA0490	0.0
PA0491	1.0
PA0492	1.0
PA0493	1.0
PA0494	1.0
PA0495	1.0
PA0496	1.0
PA0497	4.0
PA0498	4.0
PA0499	4.0
PA0500	12.0
PA0501	1.0
PA0502	1.0
PA0503	1.0
PA0504	1.0
PA0505	0.0
PA0506	0.0
PA0507	1.0
PA0508	0.0
PA0509	21.0
PA0510	21.0
PA0511	21.0
PA0512	21.0
PA0513	21.0
PA0514	21.0
PA0515	21.0
PA0516	21.0
PA0517	21.0
PA0518	21.0
PA0519	21.0
PA0520	21.0
PA0521	21.0
PA0522	21.0
PA0523	21.0
PA0524	21.0
PA0525	21.0
PA0526	0.0
PA0527	0.0
PA0528	1.0
PA0529	1.0
PA0530	1.0
PA0531	1.0
PA0532	1.0
PA0533	1.0
PA0534	0.0
PA0535	0.0
PA0536	0.0
PA0537	0.0
PA0538	1.0
PA0539	1.0
PA0540	0.0
PA0541	6.0
PA0542	0.0
PA0543	3.0
PA0544	16.0
PA0545	0.0
PA0546	0.0
PA0547	0.0
PA0548	13.0
PA0549	1.0
PA0550	2.0
PA0551	14.0
PA0552	14.0
PA0553	3.0
PA0554	0.0
PA0555	0.0
PA0556	1.0
PA0557	2.0
PA0558	1.0
PA0559	1.0
PA0560	5.0
PA0561	4.0
PA0562	1.0
PA0563	0.0
PA0564	1.0
PA0565	0.0
PA0566	10.0
PA0567	0.0
PA0568	1.0
PA0569	1.0
PA0570	1.0
PA0571	1.0
PA0572	0.0
PA0573	4.0
PA0574	4.0
PA0575	2.0
PA0576	0.0
PA0577	0.0
PA0578	0.0
PA0579	0.0
PA0580	6.0
PA0581	9.0
PA0582	9.0
PA0583	10.0
PA0584	1.0
PA0585	16.0
PA0586	3.0
PA0587	3.0
PA0588	3.0
PA0589	2.0
PA0590	1.0
PA0591	0.0
PA0592	6.0
PA0593	6.0
PA0594	27.0
PA0595	0.0
PA0596	1.0
PA0597	1.0
PA0598	1.0
PA0599	1.0
PA0600	1.0
PA0601	1.0
PA0602	0.0
PA0603	0.0
PA0604	0.0
PA0605	2.0
PA0606	2.0
PA0607	6.0
PA0608	2.0
PA0609	0.0
PA0610	0.0
PA0611	0.0
PA0612	17.0
PA0613	17.0
PA0614	17.0
PA0615	17.0
PA0616	17.0
PA0617	17.0
PA0618	17.0
PA0619	17.0
PA0620	17.0
PA0621	17.0
PA0622	17.0
PA0623	17.0
PA0624	17.0
PA0625	17.0
PA0626	17.0
PA0627	17.0
PA0628	17.0
PA0629	17.0
PA0630	17.0
PA0631	17.0
PA0632	17.0
PA0633	17.0
PA0634	17.0
PA0635	17.0
PA0636	17.0
PA0637	17.0
PA0638	17.0
PA0639	17.0
PA0640	17.0
PA0641	17.0
PA0642	17.0
PA0643	17.0
PA0644	17.0
PA0645	17.0
PA0646	17.0
PA0647	17.0
PA0648	17.0
PA0649	0.0
PA0650	0.0
PA0651	0.0
PA0652	0.0
PA0653	0.0
PA0654	0.0
PA0655	0.0
PA0656	0.0
PA0657	1.0
PA0658	2.0
PA0659	0.0
PA0660	0.0
PA0661	0.0
PA0662	0.0
PA0663	0.0
PA0664	0.0
PA0665	0.0
PA0666	0.0
PA0667	0.0
PA0668	0.0
PA0669	1.0
PA0670	1.0
PA0671	1.0
PA0672	7.0
PA0673	24.0
PA0674	1.0
PA0675	1.0
PA0676	1.0
PA0677	1.0
PA0678	1.0
PA0679	1.0
PA0680	1.0
PA0681	2.0
PA0682	1.0
PA0683	1.0
PA0684	1.0
PA0685	1.0
PA0686	1.0
PA0687	1.0
PA0688	24.0
PA0689	4.0
PA0690	18.0
PA0691	5.0
PA0692	1.0
PA0693	1.0
PA0694	24.0
PA0695	1.0
PA0696	1.0
PA0697	24.0
PA0698	1.0
PA0699	1.0
PA0700	1.0
PA0701	1.0
PA0702	18.0
PA0703	1.0
PA0704	1.0
PA0705	0.0
PA0706	0.0
PA0707	7.0
PA0708	0.0
PA0709	0.0
PA0710	0.0
PA0711	0.0
PA0712	0.0
PA0713	0.0
PA0714	0.0
PA0715	4.0
PA0716	4.0
PA0717	0.0
PA0718	0.0
PA0719	0.0
PA0720	0.0
PA0721	0.0
PA0722	0.0
PA0723	0.0
PA0724	0.0
PA0725	0.0
PA0726	0.0
PA0727	0.0
PA0728	0.0
PA0729	0.0
PA0730	0.0
PA0731	2.0
PA0732	0.0
PA0733	2.0
PA0734	2.0
PA0735	1.0
PA0736	1.0
PA0737	28.0
PA0738	1.0
PA0739	1.0
PA0740	1.0
PA0741	1.0
PA0742	1.0
PA0743	3.0
PA0744	26.0
PA0745	26.0
PA0746	26.0
PA0747	26.0
PA0749	1.0
PA0750	0.0
PA0751	1.0
PA0752	1.0
PA0753	1.0
PA0754	1.0
PA0755	1.0
PA0756	9.0
PA0757	1.0
PA0758	11.0
PA0759	1.0
PA0760	0.0
PA0761	0.0
PA0762	0.0
PA0763	1.0
PA0764	0.0
PA0765	10.0
PA0766	0.0
PA0767	13.0
PA0768	27.0
PA0769	3.0
PA0770	0.0
PA0771	0.0
PA0772	1.0
PA0773	11.0
PA0774	22.0
PA0775	22.0
PA0776	3.0
PA0777	1.0
PA0778	0.0
PA0779	0.0
PA0780	1.0
PA0781	1.0
PA0782	0.0
PA0783	0.0
PA0784	0.0
PA0785	1.0
PA0786	2.0
PA0787	16.0
PA0788	3.0
PA0789	0.0
PA0790	1.0
PA0791	1.0
PA0792	0.0
PA0793	0.0
PA0794	0.0
PA0795	0.0
PA0796	0.0
PA0797	0.0
PA0798	1.0
PA0799	1.0
PA0800	1.0
PA0801	10.0
PA0802	1.0
PA0803	1.0
PA0804	1.0
PA0805	0.0
PA0806	1.0
PA0807	17.0
PA0808	0.0
PA0809	1.0
PA0810	1.0
PA0811	1.0
PA0812	1.0
PA0813	1.0
PA0814	1.0
PA0815	1.0
PA0816	1.0
PA0817	1.0
PA0818	1.0
PA0819	4.0
PA0820	0.0
PA0821	4.0
PA0822	4.0
PA0823	0.0
PA0824	0.0
PA0825	4.0
PA0826	4.0
PA0827	2.0
PA0828	1.0
PA0829	1.0
PA0830	0.0
PA0831	9.0
PA0832	2.0
PA0833	0.0
PA0834	1.0
PA0835	20.0
PA0836	20.0
PA0837	0.0
PA0838	3.0
PA0839	1.0
PA0840	2.0
PA0841	2.0
PA0842	24.0
PA0843	5.0
PA0844	2.0
PA0845	5.0
PA0846	0.0
PA0847	2.0
PA0848	0.0
PA0849	0.0
PA0850	1.0
PA0851	1.0
PA0852	0.0
PA0853	0.0
PA0854	19.0
PA0855	1.0
PA0856	12.0
PA0857	12.0
PA0858	0.0
PA0859	16.0
PA0860	1.0
PA0861	0.0
PA0862	0.0
PA0863	1.0
PA0864	1.0
PA0865	0.0
PA0866	0.0
PA0867	0.0
PA0868	1.0
PA0869	5.0
PA0870	0.0
PA0871	0.0
PA0872	0.0
PA0873	1.0
PA0874	0.0
PA0875	1.0
PA0876	0.0
PA0877	1.0
PA0878	1.0
PA0879	1.0
PA0880	1.0
PA0881	1.0
PA0882	1.0
PA0883	1.0
PA0884	1.0
PA0885	1.0
PA0886	1.0
PA0887	0.0
PA0888	0.0
PA0889	0.0
PA0890	0.0
PA0891	11.0
PA0892	0.0
PA0893	10.0
PA0894	16.0
PA0895	0.0
PA0896	0.0
PA0897	0.0
PA0898	0.0
PA0899	0.0
PA0900	0.0
PA0901	0.0
PA0902	9.0
PA0903	13.0
PA0904	0.0
PA0905	1.0
PA0906	0.0
PA0907	0.0
PA0908	17.0
PA0909	17.0
PA0910	17.0
PA0911	17.0
PA0912	0.0
PA0913	0.0
PA0914	22.0
PA0915	2.0
PA0916	22.0
PA0917	2.0
PA0918	0.0
PA0919	1.0
PA0920	1.0
PA0921	0.0
PA0922	0.0
PA0923	1.0
PA0924	2.0
PA0925	2.0
PA0926	2.0
PA0927	1.0
PA0928	1.0
PA0929	7.0
PA0930	1.0
PA0931	2.0
PA0932	6.0
PA0933	25.0
PA0934	0.0
PA0935	27.0
PA0936	0.0
PA0937	0.0
PA0938	0.0
PA0939	1.0
PA0940	16.0
PA0941	16.0
PA0942	0.0
PA0943	0.0
PA0944	10.0
PA0945	6.0
PA0946	9.0
PA0947	0.0
PA0948	1.0
PA0949	6.0
PA0950	0.0
PA0951	2.0
PA0952	0.0
PA0953	0.0
PA0954	0.0
PA0955	14.0
PA0956	0.0
PA0957	1.0
PA0958	0.0
PA0959	3.0
PA0960	3.0
PA0961	0.0
PA0962	0.0
PA0963	27.0
PA0964	13.0
PA0965	0.0
PA0966	0.0
PA0967	10.0
PA0968	0.0
PA0969	0.0
PA0970	0.0
PA0971	0.0
PA0972	11.0
PA0973	0.0
PA0974	0.0
PA0975	0.0
PA0976	0.0
PA0977	0.0
PA0978	1.0
PA0979	24.0
PA0980	4.0
PA0981	4.0
PA0982	0.0
PA0983	3.0
PA0984	0.0
PA0985	17.0
PA0986	2.0
PA0987	2.0
PA0988	0.0
PA0989	5.0
PA0990	2.0
PA0991	4.0
PA0992	0.0
PA0993	4.0
PA0994	5.0
PA0995	0.0
PA0996	0.0
PA0997	0.0
PA0998	0.0
PA0999	0.0
PA1000	0.0
PA1001	0.0
PA1002	0.0
PA1003	0.0
PA1004	0.0
PA1005	2.0
PA1006	6.0
PA1007	22.0
PA1008	0.0
PA1009	12.0
PA1010	14.0
PA1011	27.0
PA1012	27.0
PA1013	0.0
PA1014	4.0
PA1015	1.0
PA1016	1.0
PA1017	1.0
PA1018	1.0
PA1019	1.0
PA1020	1.0
PA1021	1.0
PA1022	2.0
PA1023	1.0
PA1024	1.0
PA1025	1.0
PA1026	2.0
PA1027	0.0
PA1028	1.0
PA1029	0.0
PA1030	0.0
PA1031	0.0
PA1032	2.0
PA1033	12.0
PA1034	0.0
PA1035	0.0
PA1036	1.0
PA1037	2.0
PA1038	1.0
PA1039	1.0
PA1040	12.0
PA1041	3.0
PA1042	0.0
PA1043	1.0
PA1044	1.0
PA1045	1.0
PA1046	1.0
PA1047	9.0
PA1048	0.0
PA1049	20.0
PA1050	1.0
PA1051	0.0
PA1052	1.0
PA1053	0.0
PA1054	1.0
PA1055	1.0
PA1056	10.0
PA1057	1.0
PA1058	0.0
PA1059	1.0
PA1060	1.0
PA1061	2.0
PA1062	2.0
PA1063	2.0
PA1064	6.0
PA1065	1.0
PA1066	1.0
PA1067	1.0
PA1068	9.0
PA1069	23.0
PA1070	0.0
PA1071	0.0
PA1072	0.0
PA1073	0.0
PA1074	0.0
PA1075	0.0
PA1076	20.0
PA1077	0.0
PA1078	0.0
PA1079	0.0
PA1080	0.0
PA1081	0.0
PA1082	0.0
PA1083	0.0
PA1084	0.0
PA1085	0.0
PA1086	0.0
PA1087	0.0
PA1088	14.0
PA1089	14.0
PA1090	0.0
PA1091	1.0
PA1092	0.0
PA1093	0.0
PA1094	0.0
PA1095	0.0
PA1096	0.0
PA1097	0.0
PA1098	0.0
PA1099	0.0
PA1100	0.0
PA1101	0.0
PA1102	0.0
PA1103	1.0
PA1104	1.0
PA1105	1.0
PA1106	2.0
PA1107	2.0
PA1108	1.0
PA1109	1.0
PA1110	1.0
PA1111	16.0
PA1112	1.0
PA1113	1.0
PA1114	0.0
PA1115	1.0
PA1116	22.0
PA1117	0.0
PA1118	3.0
PA1119	12.0
PA1120	1.0
PA1121	1.0
PA1122	0.0
PA1123	0.0
PA1124	2.0
PA1125	1.0
PA1126	0.0
PA1127	0.0
PA1128	2.0
PA1129	1.0
PA1130	0.0
PA1131	1.0
PA1132	2.0
PA1133	1.0
PA1134	7.0
PA1135	0.0
PA1136	0.0
PA1137	0.0
PA1138	1.0
PA1139	1.0
PA1140	0.0
PA1141	1.0
PA1142	1.0
PA1143	1.0
PA1144	1.0
PA1145	1.0
PA1146	1.0
PA1147	1.0
PA1148	1.0
PA1149	1.0
PA1150	17.0
PA1151	0.0
PA1152	4.0
PA1153	1.0
PA1154	5.0
PA1155	0.0
PA1156	0.0
PA1157	9.0
PA1158	1.0
PA1159	0.0
PA1160	1.0
PA1161	1.0
PA1162	1.0
PA1163	1.0
PA1164	0.0
PA1165	1.0
PA1166	1.0
PA1167	1.0
PA1168	0.0
PA1169	0.0
PA1170	1.0
PA1171	16.0
