	module id
PA14_55610	1.0
PA14_55600	1.0
PA14_55590	7.0
PA14_55580	28.0
PA14_55570	28.0
PA14_55560	19.0
PA14_55550	19.0
PA14_55540	19.0
PA14_55530	1.0
PA14_55520	1.0
PA14_55510	19.0
PA14_55500	1.0
PA14_55490	1.0
PA14_55480	1.0
PA14_55470	1.0
PA14_55460	1.0
PA14_55450	1.0
PA14_55440	1.0
PA14_55430	1.0
PA14_55410	19.0
PA14_55400	1.0
PA14_55390	19.0
PA14_55380	19.0
PA14_55360	19.0
PA14_55340	19.0
PA14_55330	1.0
PA14_55320	19.0
PA14_55300	19.0
PA14_55290	19.0
PA14_55280	19.0
PA14_55260	19.0
PA14_55250	1.0
PA14_55240	1.0
PA14_55230	1.0
PA14_55220	1.0
PA14_55200	40.0
PA14_55180	0.0
PA14_55170	0.0
PA14_55160	32.0
PA14_55150	1.0
PA14_55140	0.0
PA14_55130	0.0
PA14_55110	0.0
PA14_55100	0.0
PA14_55090	24.0
PA14_55080	24.0
PA14_55070	0.0
PA14_55060	3.0
PA14_55050	0.0
PA14_55040	1.0
PA14_55030	1.0
PA14_55020	1.0
PA14_55000	1.0
PA14_54980	1.0
PA14_54970	1.0
PA14_54960	1.0
PA14_54950	8.0
PA14_54940	1.0
PA14_54930	1.0
PA14_54920	1.0
PA14_54910	1.0
PA14_54900	1.0
PA14_54890	1.0
PA14_54880	0.0
PA14_54870	28.0
PA14_54860	0.0
PA14_54850	33.0
PA14_54830	42.0
PA14_54820	2.0
PA14_54810	0.0
PA14_54800	1.0
PA14_54790	4.0
PA14_54770	1.0
PA14_54760	1.0
PA14_54750	0.0
PA14_54740	27.0
PA14_54730	1.0
PA14_54720	2.0
PA14_54710	1.0
PA14_54700	1.0
PA14_54690	1.0
PA14_54680	1.0
PA14_54670	15.0
PA14_54660	14.0
PA14_54640	14.0
PA14_54630	14.0
PA14_54620	14.0
PA14_54610	1.0
PA14_54600	1.0
PA14_54590	0.0
PA14_54580	1.0
PA14_54570	1.0
PA14_54550	1.0
PA14_54540	1.0
PA14_54520	1.0
PA14_54510	1.0
PA14_54500	10.0
PA14_54490	0.0
PA14_54480	0.0
PA14_54470	0.0
PA14_54460	2.0
PA14_54450	2.0
PA14_54430	0.0
PA14_54420	0.0
PA14_54410	0.0
PA14_54400	0.0
PA14_54390	0.0
PA14_54370	33.0
PA14_54350	21.0
PA14_54340	0.0
PA14_54330	0.0
PA14_54320	0.0
PA14_54300	5.0
PA14_54290	0.0
PA14_54270	9.0
PA14_54260	18.0
PA14_54240	24.0
PA14_54230	20.0
PA14_54220	0.0
PA14_54210	8.0
PA14_54190	10.0
PA14_54180	41.0
PA14_54170	0.0
PA14_54150	0.0
PA14_54130	27.0
PA14_54120	1.0
PA14_54110	1.0
PA14_54090	2.0
PA14_54080	24.0
PA14_54070	0.0
PA14_54050	13.0
PA14_54040	0.0
PA14_54030	1.0
PA14_54010	13.0
PA14_54000	15.0
PA14_53980	14.0
PA14_53970	14.0
PA14_53950	14.0
PA14_53940	14.0
PA14_53920	20.0
PA14_53910	40.0
PA14_53900	3.0
PA14_53890	1.0
PA14_53880	1.0
PA14_53870	1.0
PA14_53860	40.0
PA14_53850	2.0
PA14_53840	0.0
PA14_53830	1.0
PA14_53820	7.0
PA14_53810	7.0
PA14_53800	3.0
PA14_53790	3.0
PA14_53780	3.0
PA14_53770	3.0
PA14_53750	3.0
PA14_53740	1.0
PA14_53730	2.0
PA14_53720	1.0
PA14_53700	1.0
PA14_53690	1.0
PA14_53680	16.0
PA14_53670	0.0
PA14_53660	0.0
PA14_53650	7.0
PA14_53640	3.0
PA14_53630	2.0
PA14_53620	44.0
PA14_53610	0.0
PA14_53600	0.0
PA14_53590	0.0
PA14_53580	0.0
PA14_53570	1.0
PA14_53560	1.0
PA14_53550	1.0
PA14_53540	1.0
PA14_53530	0.0
PA14_53520	17.0
PA14_53510	3.0
PA14_53500	0.0
PA14_53490	17.0
PA14_53480	29.0
PA14_53470	29.0
PA14_53450	0.0
PA14_53430	0.0
PA14_53420	12.0
PA14_53410	43.0
PA14_53400	1.0
PA14_53390	27.0
PA14_53380	19.0
PA14_53370	16.0
PA14_53360	1.0
PA14_53340	1.0
PA14_53330	0.0
PA14_53310	1.0
PA14_53300	0.0
PA14_53290	0.0
PA14_53270	2.0
PA14_53260	2.0
PA14_53250	15.0
PA14_53230	6.0
PA14_53220	6.0
PA14_53210	0.0
PA14_53200	43.0
PA14_53190	0.0
PA14_53180	33.0
PA14_53160	0.0
PA14_53150	5.0
PA14_53140	40.0
PA14_53120	0.0
PA14_53110	1.0
PA14_53100	1.0
PA14_53090	2.0
PA14_53070	15.0
PA14_53050	0.0
PA14_53040	0.0
PA14_53030	2.0
PA14_53020	0.0
PA14_53010	0.0
PA14_53000	0.0
PA14_52990	0.0
PA14_52980	0.0
PA14_52960	0.0
PA14_52940	1.0
PA14_52930	1.0
PA14_52920	1.0
PA14_52910	1.0
PA14_52900	1.0
PA14_52890	1.0
PA14_52880	1.0
PA14_52870	1.0
PA14_52850	1.0
PA14_52840	1.0
PA14_52820	1.0
PA14_52810	1.0
PA14_52800	20.0
PA14_52790	0.0
PA14_52780	5.0
PA14_52770	5.0
PA14_52760	0.0
PA14_52750	5.0
PA14_52740	0.0
PA14_52730	14.0
PA14_52720	14.0
PA14_52700	14.0
PA14_52690	14.0
PA14_52670	14.0
PA14_52660	14.0
PA14_52640	14.0
PA14_52630	14.0
PA14_52610	1.0
PA14_52600	31.0
PA14_52580	31.0
PA14_52570	27.0
PA14_52530	0.0
PA14_52520	0.0
PA14_52510	7.0
PA14_52500	7.0
PA14_52490	7.0
PA14_52480	7.0
PA14_52460	17.0
PA14_52440	1.0
PA14_52430	17.0
PA14_52420	17.0
PA14_52400	40.0
PA14_52380	0.0
PA14_52370	0.0
PA14_52350	1.0
PA14_52340	0.0
PA14_52330	7.0
PA14_52310	10.0
PA14_52300	16.0
PA14_52290	0.0
PA14_52280	0.0
PA14_52270	1.0
PA14_52260	2.0
PA14_52250	28.0
PA14_52240	28.0
PA14_52230	1.0
PA14_52210	20.0
PA14_52190	20.0
PA14_52180	8.0
PA14_52160	0.0
PA14_52150	5.0
PA14_52140	0.0
PA14_52130	0.0
PA14_52120	4.0
PA14_52110	4.0
PA14_52090	0.0
PA14_52080	0.0
PA14_52070	0.0
PA14_52060	0.0
PA14_52050	0.0
PA14_52040	33.0
PA14_52020	0.0
PA14_52010	33.0
PA14_52000	5.0
PA14_51990	0.0
PA14_51980	0.0
PA14_51960	0.0
PA14_51950	0.0
PA14_51940	7.0
PA14_51930	0.0
PA14_51920	0.0
PA14_51910	31.0
PA14_51900	31.0
PA14_51890	0.0
PA14_51880	0.0
PA14_51860	12.0
PA14_51850	0.0
PA14_51840	0.0
PA14_51830	0.0
PA14_51820	31.0
PA14_51810	0.0
PA14_51800	0.0
PA14_51790	0.0
PA14_51780	25.0
PA14_51770	25.0
PA14_51750	25.0
PA14_51740	25.0
PA14_51730	25.0
PA14_51720	25.0
PA14_51710	0.0
PA14_51690	0.0
PA14_51680	17.0
PA14_51670	4.0
PA14_51650	44.0
PA14_51640	26.0
PA14_51630	44.0
PA14_51620	19.0
PA14_51610	19.0
PA14_51600	19.0
PA14_51590	19.0
PA14_51580	19.0
