	module id
PA14_55610	1.0
PA14_55600	1.0
PA14_55590	11.0
PA14_55580	0.0
PA14_55570	0.0
PA14_55560	17.0
PA14_55550	17.0
PA14_55540	0.0
PA14_55530	1.0
PA14_55520	1.0
PA14_55510	17.0
PA14_55500	1.0
PA14_55490	17.0
PA14_55480	1.0
PA14_55470	1.0
PA14_55460	1.0
PA14_55450	1.0
PA14_55440	1.0
PA14_55430	1.0
PA14_55410	0.0
PA14_55400	17.0
PA14_55390	0.0
PA14_55380	17.0
PA14_55360	17.0
PA14_55340	17.0
PA14_55330	17.0
PA14_55320	17.0
PA14_55300	17.0
PA14_55290	17.0
PA14_55280	17.0
PA14_55260	17.0
PA14_55250	1.0
PA14_55240	1.0
PA14_55230	1.0
PA14_55220	1.0
PA14_55200	0.0
PA14_55180	0.0
PA14_55170	0.0
PA14_55160	23.0
PA14_55150	2.0
PA14_55140	0.0
PA14_55130	0.0
PA14_55110	0.0
PA14_55100	0.0
PA14_55090	0.0
PA14_55080	0.0
PA14_55070	0.0
PA14_55060	0.0
PA14_55050	0.0
PA14_55040	1.0
PA14_55030	1.0
PA14_55020	1.0
PA14_55000	0.0
PA14_54980	1.0
PA14_54970	1.0
PA14_54960	1.0
PA14_54950	1.0
PA14_54940	0.0
PA14_54930	0.0
PA14_54920	0.0
PA14_54910	0.0
PA14_54900	0.0
PA14_54890	0.0
PA14_54880	0.0
PA14_54870	0.0
PA14_54860	0.0
PA14_54850	10.0
PA14_54830	0.0
PA14_54820	0.0
PA14_54810	0.0
PA14_54800	2.0
PA14_54790	6.0
PA14_54770	1.0
PA14_54760	0.0
PA14_54750	0.0
PA14_54740	0.0
PA14_54730	2.0
PA14_54720	1.0
PA14_54710	1.0
PA14_54700	1.0
PA14_54690	1.0
PA14_54680	0.0
PA14_54670	20.0
PA14_54660	0.0
PA14_54640	0.0
PA14_54630	0.0
PA14_54620	0.0
PA14_54610	1.0
PA14_54600	3.0
PA14_54590	0.0
PA14_54580	3.0
PA14_54570	0.0
PA14_54550	0.0
PA14_54540	0.0
PA14_54520	0.0
PA14_54510	1.0
PA14_54500	3.0
PA14_54490	0.0
PA14_54480	0.0
PA14_54470	0.0
PA14_54460	0.0
PA14_54450	0.0
PA14_54430	0.0
PA14_54420	0.0
PA14_54410	0.0
PA14_54400	0.0
PA14_54390	0.0
PA14_54370	10.0
PA14_54350	0.0
PA14_54340	0.0
PA14_54330	0.0
PA14_54320	0.0
PA14_54300	0.0
PA14_54290	0.0
PA14_54270	8.0
PA14_54260	0.0
PA14_54240	0.0
PA14_54230	0.0
PA14_54220	0.0
PA14_54210	12.0
PA14_54190	0.0
PA14_54180	0.0
PA14_54170	0.0
PA14_54150	0.0
PA14_54130	21.0
PA14_54120	1.0
PA14_54110	2.0
PA14_54090	1.0
PA14_54080	0.0
PA14_54070	6.0
PA14_54050	0.0
PA14_54040	0.0
PA14_54030	1.0
PA14_54010	26.0
PA14_54000	0.0
PA14_53980	0.0
PA14_53970	0.0
PA14_53950	0.0
PA14_53940	0.0
PA14_53920	0.0
PA14_53910	0.0
PA14_53900	1.0
PA14_53890	1.0
PA14_53880	1.0
PA14_53870	1.0
PA14_53860	0.0
PA14_53850	0.0
PA14_53840	0.0
PA14_53830	1.0
PA14_53820	11.0
PA14_53810	11.0
PA14_53800	15.0
PA14_53790	0.0
PA14_53780	15.0
PA14_53770	15.0
PA14_53750	15.0
PA14_53740	1.0
PA14_53730	0.0
PA14_53720	1.0
PA14_53700	0.0
PA14_53690	2.0
PA14_53680	0.0
PA14_53670	0.0
PA14_53660	0.0
PA14_53650	0.0
PA14_53640	15.0
PA14_53630	0.0
PA14_53620	0.0
PA14_53610	0.0
PA14_53600	0.0
PA14_53590	0.0
PA14_53580	0.0
PA14_53570	0.0
PA14_53560	2.0
PA14_53550	1.0
PA14_53540	2.0
PA14_53530	0.0
PA14_53520	8.0
PA14_53510	0.0
PA14_53500	0.0
PA14_53490	0.0
PA14_53480	0.0
PA14_53470	0.0
PA14_53450	0.0
PA14_53430	0.0
PA14_53420	0.0
PA14_53410	0.0
PA14_53400	0.0
PA14_53390	21.0
PA14_53380	17.0
PA14_53370	7.0
PA14_53360	2.0
PA14_53340	2.0
PA14_53330	0.0
PA14_53310	2.0
PA14_53300	0.0
PA14_53290	0.0
PA14_53270	0.0
PA14_53260	0.0
PA14_53250	22.0
PA14_53230	0.0
PA14_53220	0.0
PA14_53210	0.0
PA14_53200	0.0
PA14_53190	0.0
PA14_53180	0.0
PA14_53160	0.0
PA14_53150	0.0
PA14_53140	0.0
PA14_53120	0.0
PA14_53110	1.0
PA14_53100	2.0
PA14_53090	1.0
PA14_53070	0.0
PA14_53050	0.0
PA14_53040	0.0
PA14_53030	0.0
PA14_53020	0.0
PA14_53010	0.0
PA14_53000	0.0
PA14_52990	0.0
PA14_52980	0.0
PA14_52960	0.0
PA14_52940	1.0
PA14_52930	0.0
PA14_52920	1.0
PA14_52910	0.0
PA14_52900	0.0
PA14_52890	0.0
PA14_52880	1.0
PA14_52870	1.0
PA14_52850	1.0
PA14_52840	1.0
PA14_52820	1.0
PA14_52810	2.0
PA14_52800	0.0
PA14_52790	0.0
PA14_52780	4.0
PA14_52770	4.0
PA14_52760	0.0
PA14_52750	4.0
PA14_52740	0.0
PA14_52730	0.0
PA14_52720	0.0
PA14_52700	0.0
PA14_52690	0.0
PA14_52670	0.0
PA14_52660	0.0
PA14_52640	0.0
PA14_52630	0.0
PA14_52610	0.0
PA14_52600	24.0
PA14_52580	0.0
PA14_52570	0.0
PA14_52530	0.0
PA14_52520	0.0
PA14_52510	11.0
PA14_52500	11.0
PA14_52490	11.0
PA14_52480	11.0
PA14_52460	0.0
PA14_52440	0.0
PA14_52430	24.0
PA14_52420	24.0
PA14_52400	0.0
PA14_52380	0.0
PA14_52370	0.0
PA14_52350	0.0
PA14_52340	0.0
PA14_52330	0.0
PA14_52310	0.0
PA14_52300	2.0
PA14_52290	0.0
PA14_52280	0.0
PA14_52270	1.0
PA14_52260	3.0
PA14_52250	0.0
PA14_52240	0.0
PA14_52230	2.0
PA14_52210	0.0
PA14_52190	0.0
PA14_52180	0.0
PA14_52160	0.0
PA14_52150	0.0
PA14_52140	0.0
PA14_52130	0.0
PA14_52120	0.0
PA14_52110	6.0
PA14_52090	0.0
PA14_52080	0.0
PA14_52070	0.0
PA14_52060	0.0
PA14_52050	0.0
PA14_52040	24.0
PA14_52020	0.0
PA14_52010	0.0
PA14_52000	4.0
PA14_51990	0.0
PA14_51980	0.0
PA14_51960	0.0
PA14_51950	0.0
PA14_51940	0.0
PA14_51930	0.0
PA14_51920	0.0
PA14_51910	0.0
PA14_51900	0.0
PA14_51890	0.0
PA14_51880	0.0
PA14_51860	20.0
PA14_51850	0.0
PA14_51840	0.0
PA14_51830	0.0
PA14_51820	0.0
PA14_51810	0.0
PA14_51800	0.0
PA14_51790	0.0
PA14_51780	0.0
PA14_51770	0.0
PA14_51750	19.0
PA14_51740	19.0
PA14_51730	19.0
PA14_51720	19.0
PA14_51710	0.0
PA14_51690	0.0
PA14_51680	4.0
PA14_51670	6.0
PA14_51650	7.0
PA14_51640	16.0
PA14_51630	7.0
PA14_51620	0.0
PA14_51610	0.0
PA14_51600	0.0
PA14_51590	0.0
PA14_51580	0.0
