	module id
PA0001	0.0
PA0002	0.0
PA0003	0.0
PA0004	0.0
PA0005	0.0
PA0006	0.0
PA0007	0.0
PA0008	0.0
PA0009	0.0
PA0010	4.0
PA0011	0.0
PA0012	0.0
PA0013	0.0
PA0014	4.0
PA0015	0.0
PA0016	3.0
PA0017	3.0
PA0018	3.0
PA0019	0.0
PA0020	0.0
PA0021	1.0
PA0022	0.0
PA0023	0.0
PA0024	0.0
PA0025	0.0
PA0026	0.0
PA0027	1.0
PA0028	3.0
PA0029	1.0
PA0030	1.0
PA0031	1.0
PA0032	0.0
PA0033	1.0
PA0034	4.0
PA0035	0.0
PA0036	0.0
PA0037	1.0
PA0038	6.0
PA0039	0.0
PA0040	1.0
PA0041	1.0
PA0042	0.0
PA0043	1.0
PA0044	9.0
PA0045	0.0
PA0046	0.0
PA0047	0.0
PA0048	0.0
PA0049	0.0
PA0050	0.0
PA0051	11.0
PA0052	0.0
PA0053	0.0
PA0054	1.0
PA0055	0.0
PA0056	1.0
PA0057	2.0
PA0058	1.0
PA0059	0.0
PA0060	0.0
PA0061	0.0
PA0062	0.0
PA0063	3.0
PA0064	3.0
PA0065	2.0
PA0066	2.0
PA0067	0.0
PA0068	0.0
PA0069	0.0
PA0070	0.0
PA0071	0.0
PA0072	3.0
PA0073	3.0
PA0074	3.0
PA0075	3.0
PA0076	3.0
PA0077	3.0
PA0078	3.0
PA0079	0.0
PA0080	0.0
PA0081	0.0
PA0082	0.0
PA0083	0.0
PA0084	0.0
PA0085	0.0
PA0086	0.0
PA0087	3.0
PA0088	3.0
PA0089	3.0
PA0090	3.0
PA0091	3.0
PA0092	0.0
PA0093	3.0
PA0094	0.0
PA0095	0.0
PA0096	1.0
PA0097	1.0
PA0098	1.0
PA0099	0.0
PA0100	0.0
PA0101	1.0
PA0102	0.0
PA0103	0.0
PA0104	0.0
PA0105	1.0
PA0106	1.0
PA0107	1.0
PA0108	0.0
PA0109	0.0
PA0110	1.0
PA0111	1.0
PA0112	1.0
PA0113	0.0
PA0114	0.0
PA0115	0.0
PA0116	0.0
PA0117	2.0
PA0118	4.0
PA0119	0.0
PA0120	0.0
PA0121	1.0
PA0122	0.0
PA0123	0.0
PA0124	0.0
PA0125	0.0
PA0126	0.0
PA0127	1.0
PA0128	0.0
PA0129	2.0
PA0130	0.0
PA0131	0.0
PA0132	0.0
PA0133	2.0
PA0134	0.0
PA0135	2.0
PA0136	1.0
PA0137	1.0
PA0138	1.0
PA0139	0.0
PA0140	0.0
PA0141	0.0
PA0142	1.0
PA0143	0.0
PA0144	0.0
PA0145	1.0
PA0146	1.0
PA0147	1.0
PA0148	2.0
PA0149	1.0
PA0150	1.0
PA0151	1.0
PA0152	1.0
PA0153	4.0
PA0154	2.0
PA0155	2.0
PA0156	1.0
PA0157	1.0
PA0158	0.0
PA0159	2.0
PA0160	0.0
PA0161	0.0
PA0162	0.0
PA0163	1.0
PA0164	1.0
PA0165	0.0
PA0166	1.0
PA0167	0.0
PA0168	3.0
PA0169	3.0
PA0170	0.0
PA0171	0.0
PA0172	3.0
PA0173	1.0
PA0174	1.0
PA0175	0.0
PA0176	0.0
PA0177	0.0
PA0178	0.0
PA0179	0.0
PA0180	0.0
PA0181	1.0
PA0182	0.0
PA0183	1.0
PA0184	1.0
PA0185	1.0
PA0186	1.0
PA0187	0.0
PA0188	0.0
PA0189	1.0
PA0190	1.0
PA0191	2.0
PA0192	1.0
PA0193	1.0
PA0194	1.0
PA0196	0.0
PA0197	1.0
PA0198	1.0
PA0199	0.0
PA0200	0.0
PA0201	0.0
PA0202	1.0
PA0203	2.0
PA0204	2.0
PA0205	2.0
PA0206	1.0
PA0207	1.0
PA0208	0.0
PA0209	0.0
PA0210	0.0
PA0211	0.0
PA0212	0.0
PA0213	0.0
PA0214	0.0
PA0215	0.0
PA0216	0.0
PA0217	0.0
PA0218	2.0
PA0219	1.0
PA0220	2.0
PA0221	2.0
PA0222	2.0
PA0223	0.0
PA0224	0.0
PA0225	4.0
PA0226	0.0
PA0227	0.0
PA0228	0.0
PA0229	2.0
PA0230	3.0
PA0231	0.0
PA0232	0.0
PA0233	1.0
PA0234	4.0
PA0235	2.0
PA0236	1.0
PA0237	1.0
PA0238	1.0
PA0239	2.0
PA0240	2.0
PA0241	4.0
PA0242	1.0
PA0243	2.0
PA0244	1.0
PA0245	1.0
PA0246	1.0
PA0247	2.0
PA0248	1.0
PA0249	0.0
PA0250	0.0
PA0251	0.0
PA0252	0.0
PA0253	1.0
PA0254	1.0
PA0255	3.0
PA0256	0.0
PA0257	0.0
PA0258	0.0
PA0259	0.0
PA0260	5.0
PA0261	1.0
PA0262	1.0
PA0263	0.0
PA0264	0.0
PA0265	0.0
PA0266	0.0
PA0267	1.0
PA0268	1.0
PA0269	0.0
PA0270	0.0
PA0271	0.0
PA0272	1.0
PA0273	1.0
PA0274	1.0
PA0275	1.0
PA0276	0.0
PA0277	0.0
PA0278	1.0
PA0279	1.0
PA0280	0.0
PA0281	0.0
PA0282	0.0
PA0283	0.0
PA0284	0.0
PA0285	2.0
PA0286	0.0
PA0287	1.0
PA0288	1.0
PA0289	0.0
PA0290	0.0
PA0291	0.0
PA0292	0.0
PA0293	0.0
PA0294	2.0
PA0295	0.0
PA0296	0.0
PA0297	0.0
PA0298	0.0
PA0299	0.0
PA0300	0.0
PA0301	0.0
PA0302	0.0
PA0303	0.0
PA0304	0.0
