	module id
PA14_55610	2.0
PA14_55600	0.0
PA14_55590	0.0
PA14_55580	0.0
PA14_55570	0.0
PA14_55560	0.0
PA14_55550	0.0
PA14_55540	0.0
PA14_55530	0.0
PA14_55520	3.0
PA14_55510	0.0
PA14_55500	3.0
PA14_55490	0.0
PA14_55480	3.0
PA14_55470	5.0
PA14_55460	3.0
PA14_55450	3.0
PA14_55440	1.0
PA14_55430	1.0
PA14_55410	0.0
PA14_55400	0.0
PA14_55390	0.0
PA14_55380	0.0
PA14_55360	0.0
PA14_55340	0.0
PA14_55330	3.0
PA14_55320	0.0
PA14_55300	0.0
PA14_55290	0.0
PA14_55280	3.0
PA14_55260	3.0
PA14_55250	3.0
PA14_55240	1.0
PA14_55230	1.0
PA14_55220	3.0
PA14_55200	0.0
PA14_55180	0.0
PA14_55170	0.0
PA14_55160	0.0
PA14_55150	4.0
PA14_55140	0.0
PA14_55130	0.0
PA14_55110	0.0
PA14_55100	0.0
PA14_55090	0.0
PA14_55080	0.0
PA14_55070	0.0
PA14_55060	0.0
PA14_55050	0.0
PA14_55040	0.0
PA14_55030	0.0
PA14_55020	0.0
PA14_55000	0.0
PA14_54980	0.0
PA14_54970	0.0
PA14_54960	0.0
PA14_54950	0.0
PA14_54940	0.0
PA14_54930	0.0
PA14_54920	0.0
PA14_54910	0.0
PA14_54900	0.0
PA14_54890	0.0
PA14_54880	0.0
PA14_54870	0.0
PA14_54860	0.0
PA14_54850	0.0
PA14_54830	0.0
PA14_54820	0.0
PA14_54810	0.0
PA14_54800	0.0
PA14_54790	0.0
PA14_54770	0.0
PA14_54760	0.0
PA14_54750	0.0
PA14_54740	0.0
PA14_54730	0.0
PA14_54720	0.0
PA14_54710	1.0
PA14_54700	0.0
PA14_54690	0.0
PA14_54680	0.0
PA14_54670	0.0
PA14_54660	0.0
PA14_54640	0.0
PA14_54630	0.0
PA14_54620	0.0
PA14_54610	2.0
PA14_54600	0.0
PA14_54590	0.0
PA14_54580	0.0
PA14_54570	0.0
PA14_54550	0.0
PA14_54540	0.0
PA14_54520	0.0
PA14_54510	0.0
PA14_54500	0.0
PA14_54490	0.0
PA14_54480	0.0
PA14_54470	0.0
PA14_54460	0.0
PA14_54450	0.0
PA14_54430	0.0
PA14_54420	0.0
PA14_54410	0.0
PA14_54400	0.0
PA14_54390	0.0
PA14_54370	0.0
PA14_54350	0.0
PA14_54340	0.0
PA14_54330	0.0
PA14_54320	0.0
PA14_54300	0.0
PA14_54290	0.0
PA14_54270	0.0
PA14_54260	0.0
PA14_54240	0.0
PA14_54230	0.0
PA14_54220	0.0
PA14_54210	0.0
PA14_54190	0.0
PA14_54180	0.0
PA14_54170	0.0
PA14_54150	0.0
PA14_54130	0.0
PA14_54120	2.0
PA14_54110	4.0
PA14_54090	1.0
PA14_54080	0.0
PA14_54070	0.0
PA14_54050	0.0
PA14_54040	0.0
PA14_54030	2.0
PA14_54010	0.0
PA14_54000	0.0
PA14_53980	0.0
PA14_53970	0.0
PA14_53950	0.0
PA14_53940	0.0
PA14_53920	0.0
PA14_53910	0.0
PA14_53900	0.0
PA14_53890	0.0
PA14_53880	0.0
PA14_53870	0.0
PA14_53860	0.0
PA14_53850	0.0
PA14_53840	0.0
PA14_53830	0.0
PA14_53820	0.0
PA14_53810	0.0
PA14_53800	0.0
PA14_53790	0.0
PA14_53780	0.0
PA14_53770	0.0
PA14_53750	0.0
PA14_53740	1.0
PA14_53730	0.0
PA14_53720	0.0
PA14_53700	0.0
PA14_53690	0.0
PA14_53680	0.0
PA14_53670	0.0
PA14_53660	0.0
PA14_53650	0.0
PA14_53640	0.0
PA14_53630	0.0
PA14_53620	0.0
PA14_53610	0.0
PA14_53600	0.0
PA14_53590	0.0
PA14_53580	0.0
PA14_53570	0.0
PA14_53560	0.0
PA14_53550	5.0
PA14_53540	2.0
PA14_53530	0.0
PA14_53520	0.0
PA14_53510	0.0
PA14_53500	0.0
PA14_53490	0.0
PA14_53480	0.0
PA14_53470	0.0
PA14_53450	0.0
PA14_53430	0.0
PA14_53420	0.0
PA14_53410	0.0
PA14_53400	0.0
PA14_53390	0.0
PA14_53380	0.0
PA14_53370	0.0
PA14_53360	2.0
PA14_53340	4.0
PA14_53330	0.0
PA14_53310	0.0
PA14_53300	0.0
PA14_53290	0.0
PA14_53270	0.0
PA14_53260	0.0
PA14_53250	0.0
PA14_53230	0.0
PA14_53220	0.0
PA14_53210	0.0
PA14_53200	0.0
PA14_53190	0.0
PA14_53180	0.0
PA14_53160	0.0
