"mergedColors"
"PA0001"	"grey"
"PA0002"	"greenyellow"
"PA0003"	"blue"
"PA0004"	"blue"
"PA0005"	"grey"
"PA0006"	"greenyellow"
"PA0007"	"purple"
"PA0008"	"cyan"
"PA0009"	"blue"
"PA0010"	"grey"
"PA0011"	"cyan"
"PA0012"	"greenyellow"
"PA0013"	"cyan"
"PA0014"	"grey"
"PA0015"	"grey"
"PA0016"	"lightyellow"
"PA0017"	"purple"
"PA0018"	"purple"
"PA0019"	"greenyellow"
"PA0020"	"greenyellow"
"PA0021"	"greenyellow"
"PA0022"	"grey"
"PA0023"	"cyan"
"PA0024"	"greenyellow"
"PA0025"	"grey60"
"PA0026"	"greenyellow"
"PA0027"	"cyan"
"PA0028"	"cyan"
"PA0029"	"greenyellow"
"PA0030"	"grey"
"PA0031"	"greenyellow"
"PA0032"	"grey"
"PA0033"	"grey"
"PA0034"	"grey"
"PA0035"	"cyan"
"PA0036"	"greenyellow"
"PA0037"	"blue"
"PA0038"	"blue"
"PA0039"	"greenyellow"
"PA0040"	"grey60"
"PA0041"	"grey"
"PA0042"	"cyan"
"PA0043"	"blue"
"PA0044"	"cyan"
"PA0045"	"blue"
"PA0046"	"grey"
"PA0047"	"grey60"
"PA0048"	"grey60"
"PA0049"	"grey60"
"PA0050"	"purple"
"PA0051"	"blue"
"PA0052"	"greenyellow"
"PA0053"	"blue"
"PA0054"	"cyan"
"PA0055"	"grey"
"PA0056"	"blue"
"PA0057"	"greenyellow"
"PA0058"	"grey"
"PA0059"	"blue"
"PA0060"	"blue"
"PA0061"	"grey"
"PA0062"	"greenyellow"
"PA0063"	"grey"
"PA0064"	"grey60"
"PA0065"	"blue"
"PA0066"	"grey"
"PA0067"	"cyan"
"PA0068"	"blue"
"PA0069"	"greenyellow"
"PA0070"	"grey60"
"PA0071"	"greenyellow"
"PA0072"	"greenyellow"
"PA0073"	"greenyellow"
"PA0074"	"grey"
"PA0075"	"grey"
"PA0076"	"grey"
"PA0077"	"grey"
"PA0078"	"grey"
"PA0079"	"grey60"
"PA0080"	"blue"
"PA0081"	"greenyellow"
"PA0082"	"purple"
"PA0083"	"grey"
"PA0084"	"grey"
"PA0085"	"grey"
"PA0086"	"grey"
"PA0087"	"cyan"
"PA0088"	"blue"
"PA0089"	"grey"
"PA0090"	"grey"
"PA0091"	"grey"
"PA0092"	"purple"
"PA0093"	"grey"
"PA0094"	"greenyellow"
"PA0095"	"grey"
"PA0096"	"grey"
"PA0097"	"grey"
"PA0098"	"grey"
"PA0099"	"purple"
"PA0100"	"purple"
"PA0101"	"purple"
"PA0102"	"grey"
"PA0103"	"grey"
"PA0104"	"greenyellow"
"PA0105"	"cyan"
"PA0106"	"cyan"
"PA0107"	"cyan"
"PA0108"	"cyan"
"PA0109"	"cyan"
"PA0110"	"blue"
"PA0111"	"blue"
"PA0112"	"cyan"
"PA0113"	"cyan"
"PA0114"	"greenyellow"
"PA0115"	"cyan"
"PA0116"	"blue"
"PA0117"	"grey"
"PA0118"	"grey"
"PA0119"	"grey"
"PA0120"	"cyan"
"PA0121"	"greenyellow"
"PA0122"	"grey"
"PA0123"	"grey"
"PA0124"	"cyan"
"PA0125"	"cyan"
"PA0126"	"blue"
"PA0127"	"cyan"
"PA0128"	"greenyellow"
"PA0129"	"blue"
"PA0130"	"cyan"
"PA0131"	"cyan"
"PA0132"	"cyan"
"PA0133"	"grey"
"PA0134"	"cyan"
"PA0135"	"purple"
"PA0136"	"greenyellow"
"PA0137"	"greenyellow"
"PA0138"	"greenyellow"
"PA0139"	"cyan"
"PA0140"	"cyan"
"PA0141"	"lightgreen"
"PA0142"	"grey"
"PA0143"	"cyan"
"PA0144"	"cyan"
"PA0145"	"grey"
"PA0146"	"greenyellow"
"PA0147"	"grey"
"PA0148"	"cyan"
"PA0149"	"lightgreen"
"PA0150"	"cyan"
"PA0151"	"greenyellow"
"PA0152"	"blue"
"PA0153"	"cyan"
"PA0154"	"greenyellow"
"PA0155"	"grey60"
"PA0156"	"greenyellow"
"PA0157"	"greenyellow"
"PA0158"	"greenyellow"
"PA0159"	"cyan"
"PA0160"	"greenyellow"
"PA0161"	"grey"
"PA0162"	"grey"
"PA0163"	"grey"
"PA0164"	"grey"
"PA0165"	"grey"
"PA0166"	"cyan"
"PA0167"	"cyan"
"PA0168"	"cyan"
"PA0169"	"blue"
"PA0170"	"blue"
"PA0171"	"grey"
"PA0172"	"grey"
"PA0173"	"grey60"
"PA0174"	"grey"
"PA0175"	"grey"
"PA0176"	"greenyellow"
"PA0177"	"grey"
"PA0178"	"greenyellow"
