	corr_score	gene name
PA3500	-0.08409747483334798
PA1384	-0.05147368331671207	galE
PA2100	0.05234683934849842
PA2336	-0.015724865219028588
PA2230	-0.03018311544175171
PA4638	-0.07094919412153225
PA3362	0.2996495795146064
PA2073	0.0579387329197872
PA2220	-0.20620037973013494
PA2461	0.005591703466819154
PA5149	-0.06187055006679905
PA2184	0.17801624731971186
PA0205	-0.09142719762699172
PA2727	-0.0921615791187314
PA2186	0.12248392390222106
PA3159	-0.046812424856507946	wbpA
PA5060	0.1362343468225191	phaF
PA4146	-0.002956690500602711
PA1390	-0.07823643191083436
PA2192	0.3130457294423305
PA3147	-0.035122838587127975	wbpJ
PA0643	0.11999100335764147
PA2224	-0.022469996507958362
PA2221	-0.05362274790724336
PA3066	0.2848811203614697
PA1935	0.0009425896878375176
PA0826.1	-0.01143889338428656
PA4812	0.013806253492146174	fdnG
PA2372	-0.0020369350942464007
PA2104	0.0775776793675656
PA2234	0.06902991798115854	pslD
PA0257	0.32475274205231336
PA3497	-0.11627515601551347
PA4802	0.3178354278697344
PA1369	0.011895583946538573
PA2730	0.048596172890628266
PA0497	0.023271698758975036
PA4195	0.2252814470773822
PA0499	0.06295379219898975
PA1391	-0.0852264760797321
PA2074	0.0012965685039943741
PA1392	0.0016444427050416564
PA1385	-0.014411653163569304
PA4549	-0.10343319152303476	fimT
PA1555.1	-0.007618428690001563	ccoQ2
PA1383	-0.03784295323653776
PA0258	0.266055775681751
PA3155	-0.0052473987111126994	wbpE
PA0498	0.17523062851581822
PA3154	-0.0762934677279108	wzy
PA4103	-0.08427671492558582
PA2736	-0.07813170243420693
PA0453	0.11008055603577906
PA3156	0.004535035837807842	wbpD
PA1936	-0.0598046866635457
PA0457.1	0.26909606911695744
PA1368	0.12646927429956126
PA5086	-0.06367096302756124
PA4194	0.3296361989623434
PA3501	-0.030800805317568025
PA2333	0.05175804992682281
PA1471	0.1968344295809249
PA3512	-0.09932027713825443
PA0823	-0.013273573262524926
PA2460	-0.017474136754843723
PA0819	-0.07658362177132329
PA2103	0.08636881572276978
PA4107	-0.015443355125855212	efhP
PA3503	-0.11933876047924775
PA2182	0.2205447839242157
PA1389	-0.052798013402274406
PA4059	0.017131301734629352
PA0445	-0.0935318688871864
PA1560	0.023705409327348312
PA1224	0.008103471110906353
PA4106	-0.003924723830008747
PA3157	-0.07726200732315434
PA3513	-0.11345480941015275
PA0187	0.2087715102252608
PA1151	-0.11342094745371485	imm2
PA3499	-0.0585264399842951
PA3514	-0.08540851378502272
PA2188	0.3459653240358431
PA2732	0.05118501282620578
PA2771	0.4082611476831073
PA5570	-0.01868535781882109	rpmH
PA2227	-0.03751977501688567	vqsM
PA0983	0.011586158826617888
PA4435	0.07620786705419419
PA0716	-0.03829503773184111
PA2459	0.12478041866145816
PA2853	0.20871186762436328	oprI
PA1223	0.03723413137200388
PA1366	0.17209294515530701
PA1472	0.3282112457552069
PA1937	0.08518770147369588
PA4192	0.2393399136251007
PA1150	-0.0613659548595768	pys2
PA4193	0.23738204511522354
PA4191	0.2551244859294498
PA1393	-0.054699696655713566	cysC
PA2190	0.20358329034171235
PA4551	-0.0012109677646193644	pilV
PA1152	-0.1865693429689365
PA2228	0.008197167360588545
PA2731	-0.07047612202348467
PA3149	-0.018100940651893868	wbpH
PA1372	0.05460561969015056
PA0207	-0.07089473416623304
PA1370	0.050415408656560017
PA0729	0.059131007027136875
PA2456	-0.007238821475484027
PA3498	-0.1538540662225039
PA4105	-0.04307451772598255
PA1386	-0.02309814069244728
PA1387	-0.02270449647879645
PA0095	-0.008398828393608901
PA3143	-0.06502109085743489
PA4104	-0.03991615856702997
PA0642	-0.023910128377180272
PA2733	0.026715253628946868
PA1371	0.0071008737996856326
PA3502	-0.12653867942830788
PA3841	1.0	exoS
PA2296	0.36543060039380937
PA0202	-0.12008781137777955
PA5265	0.4744455178946054
PA3843	0.3624109503612838
PA1381	-0.0698329401651197
PA2219	-0.24028097166387197	opdE
PA0135	0.002344570801383839
PA5264	0.39792142192239466
PA3974	-0.00396264172518589	ladS
PA2294	0.1993414011561588
PA3158	-0.02933780724134012	wbpB
PA2106	0.07532977177492528
PA3151	-0.0018798054441091683	hisF2
PA3150	-0.014098744266534019	wbpG
PA3510	-0.07648562654564849
PA4028	-0.06936672307213869
PA2185	0.22385663211543516	katN
PA5253	0.15649659150304288	algP
PA2818	0.1286662805520803	arr
PA2105	0.09022160612868968
PA2218	-0.2393443861185153
PA5471.1	0.01982754242264152
PA0204	-0.0594488801529007
PA2102	0.07542792001462498
PA3504	-0.0789117991976556
PA1834	-0.06876548506581323
PA3065	0.2207267469177473
PA3701	0.01898011686895594	peptide chain release factor 2(prfB)
PA2735	0.038757257516609175
PA2334	-0.027565007427383995
PA2976	-0.10743147563501966	rne
PA2231	0.013841826098176385	pslA
PA2139	-0.11688436083159355
PA0689	0.15947996971146486	lapB
PA2119	0.1941338790706281
PA1938	-0.03651612600808237
PA2223	-0.014395721846243378
PA3511	-0.08471446849910208
PA3509	-0.10234474986682716
PA0645	0.04453796914642735
PA0188	0.33696930687012205
PA2819	-0.07256715456298014
PA3505	-0.1244288774204566
PA3067	0.16121324153300634
PA4541	0.11370165957142725	lepA
PA1154	-0.0008322659307451959
PA2734	0.026986207772086462
PA0712	-0.057911179603292375
PA1382	-0.01864612978178464
PA2101	0.07730064109184387
PA3152	-0.001384853658800401	hisH2
PA3142	-0.10949556882520203
PA2225	-0.032967362776018895
PA4623	-0.04485033436584961
PA2229	0.07183184689897623
PA2335	0.09644466364742148
PA2183	0.167308672800881
PA0715	-0.03093046803153807
PA3506	-0.09328090264077946
PA0203	-0.1141537145834646
PA0644	0.10604462647412173
PA0053	0.0820555607339054
PA1388	-0.007060737976520981
PA0206	-0.10956682419890794
PA4101	0.002118655782688593	bfmR
PA3090	-0.024958569794101715
PA3144	-0.06533981986239383
PA3508	-0.10754258940435682
PA4102	-0.028139091742737092	bfmS
PA4555	0.018865154904677408	pilY2
PA3218	-0.05450953139057221
PA1427	0.2332680137780964
PA2295	0.3283262633447381
PA2233	0.05591149943904426	pslC
PA0100	0.32780108438960565
PA2232	0.0639905682638379	pslB
PA3153	-0.057122718329693865	wzx
PA0977	-0.05777898799601356
