PAO1 id	Name	PA14 homolog id	label	Transcriptional similarity across strains	P-value	pathways present	Related acc genes
PA1950	rbsK	PA14_39280		0.3537177974950768	1.9627391709073833e-157	['KEGG-Pathway-pae00030: Pentose phosphate pathway']
PA4872		PA14_64440		0.3817113097332348	4.085891394277804e-185	[]
PA3680		PA14_16770		0.3813835879301927	8.943350186624446e-185	[]
PA0586		PA14_07650	most stable	0.5421844230743046	0.0	[]
PA1468		PA14_45450		0.3654432571549057	1.080004609072248e-168	[]
PA1924		PA14_39630		0.3970661628565085	1.6868587202523695e-201	[]
PA3396	nosL	PA14_20150		0.38339015555056105	7.282947628261834e-187	[]
PA3382	phnE	PA14_20330	most stable	0.5366477802834905	0.0	['KEGG-Module-M00223: Phosphonate transport system']
PA2895	sbrR	PA14_26610		0.4147243811909571	1.9010414923380877e-221	[]
PA5037		PA14_66580		0.3641482340140729	1.9971071873260043e-167	[]
PA4396		PA14_57140		0.3759014200669867	3.845129262967919e-179	[]
PA3058	pelG	PA14_24560		0.36615875460912894	2.1424258134239692e-169	[]
PA1268	lhpA	PA14_47840		0.2515065978375199	5.823517679501805e-78	['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA1606		PA14_43730		0.3542692455989694	5.94204571370965e-158	[]
PA1467		PA14_45460		0.33717714252151354	2.4080867866060637e-142	[]
PA4386	groES	PA14_57020		0.4939408703664419	0.0	[]
PA4315	mvaT	PA14_56070		0.4509705304045613	2.4357418955317915e-266	[]
PA3077	cprR	PA14_24350	least stable	0.11060847067991786	4.956116287267472e-16	[]	No accessory genes
PA3750		PA14_15910		0.4462310141881479	3.7366424074495544e-260	[]
PA2290	gcd	PA14_34970		0.4190767332473243	1.4943206805113348e-226	['KEGG-Pathway-pae00030: Pentose phosphate pathway']
PA1678		PA14_42790		0.4691831327155678	4.824344179561174e-291	[]
PA3608	potB	PA14_17630		0.464699224559094	8.040739942356074e-285	['KEGG-Module-M00299: Spermidine/putrescine transport system']
PA4949		PA14_65390		0.4644568613954215	1.7336328484481858e-284	[]
PA3803	gcpE	PA14_14880	most stable	0.5278054462040049	0.0	['KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis']
PA3211		PA14_22680		0.4480173756427813	1.7885677801644597e-262	['KEGG-Module-M00210: Putative ABC transport system']
PA4391		PA14_57070		0.2980284626756809	3.658645606017565e-110	[]
PA1818	cadA	PA14_41020		0.3703546124215857	1.4958855259524297e-173	['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA0314		PA14_04090		0.39428920295434783	1.8001669072091398e-198	[]
PA1569		PA14_44190		0.3070285747504777	3.8949619104036706e-117	[]
PA5177		PA14_68390		0.2955316789443049	2.8436668566811407e-108	[]
PA1041		PA14_50880		0.4513621595275046	7.43169193550294e-267	[]
PA5290		PA14_69840		0.4180443982650964	2.4662568380887265e-225	[]
PA2791		PA14_28020		0.3919775255242933	5.676020678418055e-196	[]
PA5459		PA14_72050		0.4203409228359691	4.759461450019285e-228	[]
PA0782	putA	PA14_54170		0.2490359493462621	2.001111735956483e-76	['KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism']
PA3162	rpsA	PA14_23330	most stable	0.5262179097272317	0.0	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA4645		PA14_61460		0.4475436081884288	7.39857556319396e-262	['KEGG-Pathway-pae00230: Purine metabolism']
PA1317	cyoA	PA14_47210		0.38049026551092935	7.531629248681591e-184	['KEGG-Pathway-pae00190: Oxidative phosphorylation']
PA3366	amiE	PA14_20560		0.24632750631081124	9.238316834459247e-75	['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00627: Aminobenzoate degradation', 'KEGG-Pathway-pae00643: Styrene degradation']
PA3967		PA14_12550		0.4295510282933883	3.770578055672603e-239	[]
PA5448	wbpY	PA14_71920		0.3031016480015833	4.60720727746291e-114	[]
PA3225		PA14_22470		0.4445665370512855	5.268672497485785e-258	[]
