PA14 id	Name	PAO1 homolog id	label	Transcriptional similarity across strains	P-value	pathways present	Related acc genes
PA14_68200	rmlA	PA5163	most stable	0.7150839237232024	0.0	['KEGG-Pathway-pae00521: Streptomycin biosynthesis', 'KEGG-Pathway-pae00523: Polyketide sugar unit biosynthesis']
PA14_69780		PA5286	most stable	0.6305473968316047	0.0	[]
PA14_55200		PA0704	most stable	0.793461781116735	0.0	['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00627: Aminobenzoate degradation', 'KEGG-Pathway-pae00643: Styrene degradation']
PA14_42320	pscE	PA1718	most stable	0.5508051735908209	0.0	[]
PA14_14700	cysE	PA3816	most stable	0.7480906151141073	0.0	['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00021: Cysteine biosynthesis, serine => cysteine']
PA14_03220		PA0262		0.4895425029466897	1.969e-320	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
PA14_09990		PA4166		0.4246481555120201	3.7346317940329383e-233	[]
PA14_57870		PA4455	most stable	0.8225061766136201	0.0	['KEGG-Module-M00210: Putative ABC transport system']
PA14_01310		PA0107	most stable	0.8120581345537313	0.0	['KEGG-Pathway-pae00190: Oxidative phosphorylation']
PA14_37100		PA2124	most stable	0.8562290335650535	0.0	[]
PA14_38825	pqqA	PA1985	most stable	0.5231877030568577	0.0	[]
PA14_64980	nadE	PA4920		0.3574154772448778	6.653839590583993e-161	['KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism', 'KEGG-Module-M00115: NAD biosynthesis, aspartate => NAD']
PA14_65630		PA4965	most stable	0.7537218764134539	0.0	[]
PA14_34000	hsiH3	PA2370	most stable	0.8678548008858651	0.0	['KEGG-Module-M00334: Type VI secretion system']
PA14_20820		PA3343	most stable	0.568830170738574	0.0	[]
PA14_49650		PA1140		0.4266191575765024	1.55431393240037e-235	['KEGG-Pathway-pae00230: Purine metabolism']
PA14_55150		PA0708		0.2265909635592365	3.115585787838007e-63	[]
PA14_24600		PA3054	most stable	0.5744954698410598	0.0	[]
PA14_64820		PA4906	most stable	0.550744533245728	0.0	[]
PA14_69925	poxB	PA5297	most stable	0.5494512486115615	0.0	['KEGG-Pathway-pae00620: Pyruvate metabolism']
PA14_20030	hasD	PA3406	most stable	0.731801801555817	0.0	['KEGG-Module-M00328: Hemophore/metalloprotease transport system']
PA14_56690	feoA	PA4359		0.4093289280621667	3.4877611262803983e-215	[]
PA14_45800	fliM	PA1443	most stable	0.6957911405004839	0.0	['KEGG-Pathway-pae02040: Flagellar assembly', 'KEGG-Pathway-pae02030: Bacterial chemotaxis']
PA14_35030		PA2285	most stable	0.5424040595223601	0.0	[]
PA14_34680		PA2317	most stable	0.7031799740953367	0.0	['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA14_17150		PA3648	most stable	0.7029593533256254	0.0	[]
PA14_13390		PA3904		0.2699836541383232	5.571142499557106e-90	[]
PA14_49410		PA1159		0.4951164732348848	0.0	[]
PA14_12150		PA3994	most stable	0.8199433845711669	0.0	[]
PA14_00820		PA0070	most stable	0.6409523144114149	0.0	[]
PA14_49890	tpbB	PA1120		0.4569802219838168	2.828466852845924e-274	[]
PA14_53190	bolA	PA0857		0.464463099514461	1.9194603005805896e-284	[]
PA14_50980	pac	PA1032	most stable	0.5756200036263572	0.0	[]
PA14_11180		PA4074	most stable	0.8074361169430275	0.0	[]
PA14_61510		PA4649	most stable	0.6811958108360374	0.0	[]
PA14_02620		PA0214	most stable	0.7439449788823689	0.0	['KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00082: Fatty acid biosynthesis, initiation']
PA14_18610	argF	PA3537	most stable	0.6213688099721235	0.0	['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA14_47920		PA1260	most stable	0.6741985047567982	0.0	['KEGG-Module-M00236: Putative polar amino acid transport system']
PA14_46230	aphA	PA1409	most stable	0.6339756994279996	0.0	[]
PA14_58570		PA4514		0.44053760463236974	8.345608495118819e-253	[]
PA14_36390		PA2179	most stable	0.6125936947872742	0.0	[]
PA14_15240		PA3776	most stable	0.7348767678971352	0.0	[]
PA14_50130	fliG	PA1102	most stable	0.6150269326828335	0.0	['KEGG-Pathway-pae02040: Flagellar assembly', 'KEGG-Pathway-pae02030: Bacterial chemotaxis']
PA14_19530		PA3446		0.2402982579631655	4.0762491494575804e-71	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Pathway-pae00740: Riboflavin metabolism']
PA14_02700		PA0221	most stable	0.8507625357769073	0.0	[]
PA14_18050		PA3576	most stable	0.6008510443742335	0.0	[]
PA14_34450		PA2332	most stable	0.6155262247341092	0.0	[]
PA14_07210		PA0554	most stable	0.611382138272922	0.0	[]
PA14_06330		PA0486		0.2894005262879196	1.0852630776852079e-103	[]
PA14_13590		PA3890		0.41267868964712223	4.9294019066080193e-219	[]
PA14_71990	gmd	PA5453	most stable	0.6019449798738801	0.0	['KEGG-Pathway-pae00051: Fructose and mannose metabolism', 'KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']
PA14_45640	fleN	PA1454	most stable	0.6616529811029142	0.0	[]
PA14_29830		PA2650	most stable	0.6793225552881011	0.0	[]
